-,-,-
0.11,0.99,0.11,4.94,0.18,-4.88,1.00,6.95,172,490,59,91
0.12,0.97,0.11,7.63,0.18,-7.81,0.99,10.92,218,493,66,82
0.13,0.93,0.12,9.28,-0.24,-7.63,0.95,12.01,144,503,69,74
0.13,0.96,0.12,4.21,0.55,-5.62,0.98,7.04,160,509,72,68
0.13,0.98,0.12,4.46,0.00,-6.90,0.99,8.21,199,518,72,59
0.13,0.97,0.12,4.76,0.00,-8.18,0.99,9.46,188,530,76,47
0.14,1.00,0.11,5.19,-0.18,-10.38,1.02,11.60,139,551,79,33
0.14,1.03,0.14,7.81,-0.43,-16.54,1.05,18.30,152,583,79,22
0.15,1.12,0.13,15.87,2.14,-24.48,1.13,29.25,88,611,82,14
0.17,0.96,0.18,13.61,4.33,-33.81,0.99,36.71,54,637,79,9
0.20,1.00,0.16,1.95,5.86,-34.55,1.03,35.09,27,653,73,8
0.22,1.01,0.13,-4.33,5.07,-39.73,1.04,40.29,15,670,66,6
0.20,1.08,0.15,-1.89,6.16,-50.96,1.11,51.37,10,683,60,4
0.22,1.19,0.20,-5.49,6.53,-70.13,1.23,70.65,8,709,65,1
0.29,1.33,0.13,-12.76,6.10,-96.19,1.37,97.23,6,730,63,0
0.29,1.38,0.17,-9.22,10.01,-131.84,1.42,132.54,6,717,50,0
0.36,1.26,0.12,-9.46,12.08,-146.61,1.32,147.41,4,692,32,1
0.47,1.08,0.09,-6.10,12.51,-149.60,1.18,150.24,3,634,17,4
0.42,0.46,-0.05,7.51,3.78,-116.39,0.62,116.70,2,591,10,7
-0.29,0.22,-0.17,20.69,-20.26,23.32,0.40,37.18,2,590,2,9
-0.51,0.07,-0.15,32.17,-40.22,90.70,0.54,104.30,1,589,0,9
-0.39,-0.14,-0.09,7.63,-3.36,77.39,0.43,77.84,1,588,0,10
-0.01,0.22,0.02,-56.82,51.57,49.38,0.22,91.25,2,604,0,7
1.36,0.81,-0.04,-66.16,42.60,41.02,1.59,88.74,1,633,6,5
2.55,1.47,0.85,10.01,-42.30,46.39,3.07,63.57,1,639,12,4
0.94,0.20,0.12,41.44,-25.51,41.75,0.97,64.12,1,658,10,3
-0.07,0.58,0.28,4.52,-24.90,42.05,0.65,49.08,1,648,7,4
-0.01,0.93,0.18,7.14,-2.99,55.54,0.94,56.08,1,641,8,4
0.46,1.02,0.17,-1.22,3.97,33.63,1.14,33.89,2,641,12,5
0.46,0.95,0.03,-1.59,5.86,33.57,1.06,34.11,2,640,13,5
0.33,1.02,0.01,-1.40,0.37,30.33,1.07,30.37,2,645,14,5
0.36,0.97,0.03,5.25,-7.02,24.96,1.03,26.46,2,645,15,3
0.33,0.91,0.11,7.45,-14.40,25.33,0.97,30.08,2,641,14,3
0.24,0.87,0.20,6.29,-11.05,27.04,0.92,29.88,2,637,14,2
0.24,0.86,0.21,2.38,-5.55,27.59,0.92,28.24,2,639,13,5
0.25,0.88,0.20,-2.26,-0.18,30.33,0.94,30.42,2,639,14,5
0.22,0.94,0.13,-6.16,4.03,31.68,0.97,32.52,3,637,17,7
0.25,1.01,0.08,-1.83,-0.12,31.68,1.04,31.73,3,633,14,7
0.22,0.99,0.10,3.97,-3.42,30.94,1.02,31.38,3,625,15,6
0.24,0.99,0.10,8.97,-1.04,30.40,1.02,31.71,3,620,12,6
0.19,1.00,0.14,9.40,-5.86,26.37,1.03,28.60,4,611,13,9
0.15,0.97,0.17,7.39,-3.97,20.02,0.99,21.70,4,596,11,12
0.16,0.94,0.16,4.33,-2.32,16.48,0.96,17.20,4,580,11,14
0.14,0.94,0.16,0.79,0.49,14.95,0.96,14.98,5,571,11,16
0.17,0.95,0.14,-2.81,1.71,14.22,0.97,14.60,5,557,10,19
0.11,0.97,0.16,-7.87,0.55,10.50,0.99,13.13,6,551,11,21
0.12,0.98,0.14,-7.63,1.04,9.28,0.99,12.06,7,545,14,25
0.11,0.99,0.12,-6.77,1.53,6.29,1.00,9.37,9,536,14,24
0.10,1.00,0.13,-5.86,0.12,1.71,1.01,6.10,11,533,16,28
0.14,0.98,0.13,-3.23,0.49,0.67,1.00,3.34,14,527,16,27
0.14,0.96,0.12,-1.34,0.67,-0.24,0.97,1.52,15,526,18,29
0.12,0.95,0.12,-2.56,0.79,-0.61,0.97,2.75,18,529,20,30
0.12,0.96,0.12,-3.60,0.79,-0.31,0.97,3.70,20,530,17,33
0.13,0.96,0.11,-2.38,1.10,0.37,0.98,2.65,21,527,20,34
0.13,0.96,0.11,-0.73,1.04,1.77,0.97,2.18,22,527,20,33
0.13,0.95,0.11,1.22,0.49,3.23,0.97,3.49,22,520,21,35
0.12,0.94,0.12,1.77,0.24,4.09,0.96,4.46,23,517,20,39
0.11,0.95,0.12,0.61,0.18,3.72,0.97,3.78,25,511,21,44
0.11,0.96,0.12,-1.04,0.67,3.54,0.98,3.75,27,503,20,46
0.11,0.97,0.11,-0.43,0.61,2.32,0.99,2.44,30,497,20,50
0.11,0.96,0.11,0.67,0.55,1.40,0.98,1.65,31,495,22,52
0.12,0.96,0.11,0.24,0.31,0.85,0.97,0.94,29,498,21,54
0.10,0.97,0.11,0.24,0.24,-0.12,0.99,0.37,32,497,24,56
0.11,0.96,0.11,0.31,0.18,-1.71,0.97,1.75,33,495,22,57
0.12,0.95,0.11,0.31,0.55,-1.04,0.97,1.21,37,497,24,56
0.12,0.96,0.11,-0.37,0.43,-0.24,0.97,0.61,40,498,23,58
0.12,0.95,0.11,-0.06,0.98,1.34,0.97,1.66,38,494,22,58
0.11,0.97,0.11,0.49,0.85,1.65,0.98,1.92,38,495,26,63
0.11,0.95,0.11,1.16,0.49,1.83,0.97,2.22,37,493,23,64
0.11,0.95,0.12,0.18,0.49,2.32,0.96,2.38,36,487,21,65
0.11,0.96,0.11,-0.92,0.61,2.08,0.97,2.35,38,483,22,66
0.10,0.97,0.10,-0.92,0.55,2.14,0.98,2.39,37,483,19,67
0.11,0.97,0.10,0.12,0.49,1.16,0.98,1.26,41,482,21,72
0.10,0.96,0.11,1.34,0.49,0.67,0.97,1.58,36,479,20,73
0.11,0.95,0.11,1.28,0.55,0.61,0.97,1.52,38,477,22,75
0.10,0.96,0.11,1.16,0.98,0.31,0.97,1.55,38,477,19,77
0.10,0.96,0.11,1.22,0.67,-0.18,0.97,1.41,37,479,22,77
0.11,0.96,0.11,0.98,0.67,-0.43,0.97,1.26,38,476,21,72
0.10,0.96,0.11,0.85,0.73,-0.43,0.97,1.20,38,477,21,76
0.11,0.95,0.11,0.55,0.67,-0.61,0.96,1.06,41,479,21,75
0.10,0.96,0.11,0.49,0.49,-0.12,0.97,0.70,42,479,22,75
0.10,0.96,0.11,0.67,0.31,-0.12,0.97,0.75,40,476,21,73
0.10,0.96,0.11,1.16,0.85,-0.49,0.98,1.52,42,475,19,74
0.10,0.96,0.11,0.85,0.55,-0.98,0.97,1.41,41,477,22,77
0.11,0.96,0.11,0.79,0.43,-1.10,0.97,1.42,45,478,23,77
0.10,0.96,0.11,0.85,0.43,-0.73,0.97,1.20,41,478,24,77
0.10,0.96,0.11,0.61,0.61,-0.73,0.97,1.13,46,476,24,77
0.11,0.95,0.11,0.92,0.61,-0.24,0.97,1.13,45,479,24,77
0.10,0.95,0.11,1.59,0.55,0.00,0.97,1.68,41,476,22,77
0.10,0.96,0.11,1.40,0.37,0.24,0.97,1.47,42,477,22,79
0.10,0.96,0.12,1.53,0.18,-0.55,0.97,1.63,45,476,24,78
0.11,0.96,0.11,1.34,0.49,-1.46,0.97,2.05,45,476,24,78
0.10,0.96,0.11,0.98,0.49,-0.85,0.97,1.39,54,477,23,77
0.11,0.96,0.11,0.73,0.49,-1.16,0.97,1.46,48,481,26,75
0.11,0.96,0.11,0.67,0.37,-1.16,0.97,1.39,51,480,26,77
0.11,0.96,0.11,0.31,0.18,-0.85,0.97,0.93,46,482,27,77
0.11,0.95,0.11,0.79,0.43,-1.04,0.97,1.37,51,481,25,76
0.11,0.95,0.12,0.61,0.37,-0.61,0.97,0.94,49,482,26,78
0.11,0.96,0.11,0.49,0.55,-0.37,0.97,0.82,48,484,27,77
0.11,0.96,0.11,0.43,0.31,0.00,0.97,0.53,50,483,27,77
0.11,0.96,0.11,0.49,0.49,0.24,0.97,0.73,50,480,25,75
0.11,0.96,0.11,0.49,0.43,0.18,0.97,0.67,53,482,29,75
